timestamp,approach,turn,length_ft,speed_mph,phase,light,seconds_of_light_state,seconds_since_green,recent_free_flow_speed_mph,calibration_free_flow_speed_mph,include_in_approach_data,zone_id
20161003T144904.2,W,R,20,15,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144905.4,W,S,18,27,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144906.7,W,S,14,33,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144909.8,W,R,15,20,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144914.0,W,S,10,53,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144908.3,W,S,20,39,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144915.8,W,S,14,40,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144913.2,W,R,15,19,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T144915.5,W,R,14,18,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145032.3,W,S,20,5,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145033.3,W,S,23,11,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145034.5,W,R,14,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145035.1,W,S,17,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145037.6,W,S,11,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145039.5,W,S,18,27,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145038.5,W,S,14,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145040.2,W,S,17,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145042.8,W,S,20,25,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145043.1,W,R,11,20,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145044.7,W,S,15,24,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145046.0,W,S,14,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145047.5,W,S,15,35,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145048.0,W,S,19,29,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145050.5,W,S,22,30,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145052.3,W,S,12,36,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145053.2,W,S,16,25,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145053.9,W,S,13,34,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145056.2,W,R,23,35,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145055.7,W,S,17,32,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145056.6,W,R,13,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145108.2,W,R,18,20,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145109.6,W,S,18,27,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145111.9,W,S,14,38,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145113.3,W,S,40,41,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145058.5,W,S,20,37,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145100.2,W,S,12,41,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145101.3,W,S,9,28,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145059.7,W,R,20,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145103.5,W,S,20,45,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145102.0,W,S,16,42,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145105.7,W,S,7,36,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145106.4,W,S,15,29,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145104.0,W,R,20,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145120.4,W,S,13,28,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145221.3,W,R,11,79,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145247.3,W,S,20,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145245.8,W,S,17,10,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145246.3,W,S,19,17,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145249.1,W,R,19,17,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145250.0,W,S,18,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145251.0,W,R,17,2,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145251.8,W,S,10,25,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145253.3,W,R,20,11,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145254.2,W,S,17,29,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145255.2,W,R,15,12,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145256.4,W,S,11,27,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145257.9,W,S,11,36,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145259.5,W,R,15,16,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145257.5,W,R,18,15,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145300.7,W,S,25,20,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145302.7,W,S,15,31,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145305.4,W,S,19,44,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145309.0,W,S,28,26,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145310.3,W,S,17,35,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145314.4,W,R,16,25,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145308.6,W,S,13,56,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145319.0,W,S,35,33,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145326.8,W,R,34,20,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145331.0,W,S,48,39,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145329.4,W,R,17,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145315.8,W,S,20,26,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145335.7,W,R,7,11,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145333.5,W,S,20,38,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145335.4,W,R,17,19,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145321.7,W,S,18,43,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145323.6,W,S,14,47,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145329.6,W,S,20,46,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145353.2,W,R,20,12,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145356.7,W,S,9,7,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145357.1,W,R,24,10,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145412.0,W,R,15,4,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145454.3,W,R,16,5,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145504.2,W,S,16,9,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145505.0,W,R,16,7,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145507.0,W,S,18,15,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145508.5,W,R,21,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145510.0,W,S,27,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145508.8,W,S,13,22,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145511.7,W,S,17,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145513.3,W,R,15,13,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145517.4,W,S,21,33,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145514.2,W,S,14,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145516.0,W,S,24,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145519.4,W,S,14,35,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145520.8,W,S,11,25,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145521.7,W,R,14,12,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145523.3,W,R,10,24,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145529.5,W,S,20,39,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145526.9,W,S,15,31,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145525.9,W,S,22,39,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145527.9,W,R,16,22,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145530.1,W,S,18,43,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145532.1,W,S,15,37,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145534.2,W,S,15,34,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145536.0,W,S,15,44,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145537.3,W,R,17,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145540.8,W,S,20,44,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145542.5,W,S,9,49,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145557.5,W,R,11,10,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145556.9,W,R,12,8,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145714.5,W,S,16,13,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145714.5,W,S,18,9,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145716.5,W,S,23,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145719.2,W,S,20,22,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145723,W,R,39,16,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145721.3,W,S,14,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145724.2,W,R,18,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145726,W,R,21,12,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145723.9,W,S,14,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145724.4,W,R,16,15,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145728.2,W,R,23,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145729.2,W,S,17,27,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145730.5,W,S,5,26,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145734,W,S,14,34,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145733.1,W,S,18,27,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145732.2,W,S,17,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145734.2,W,S,16,28,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145736.2,W,S,9,30,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145737.7,W,R,12,32,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145741.7,W,S,16,33,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145738.2,W,S,16,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145739.9,W,R,16,15,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145741.2,W,S,13,26,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145744.9,W,S,15,36,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145747.7,W,S,17,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145753.7,W,R,10,15,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145754,W,S,7,44,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145756.9,W,R,14,25,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145802.9,W,R,7,5,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145801.4,W,R,11,2,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145812.5,W,R,11,10,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145927.2,W,S,14,16,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145929.8,W,S,14,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145930.8,W,S,13,16,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145923.8,W,S,30,13,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145943.0,W,R,16,24,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145937.5,W,S,29,28,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145927.7,W,S,19,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145930.2,W,S,21,25,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145947.7,W,R,65,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145942.2,W,S,16,38,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145935.0,W,S,16,26,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145932.7,W,S,19,26,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145944.7,W,S,38,29,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145951.8,W,S,16,40,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145940.2,W,S,18,41,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145955.5,W,S,41,45,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150004.0,W,R,17,39,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150001.9,W,R,18,15,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150002.3,W,S,20,47,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145948.6,W,S,71,52,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T145949,W,S,15,16,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150010.3,W,R,16,6,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150004.3,W,S,20,45,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150133.0,W,R,22,12,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150132.0,W,S,21,10,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150134.4,W,S,32,16,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150135.8,W,S,12,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150137.8,W,S,20,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150138.4,W,R,31,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150140.1,W,R,18,16,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150142.1,W,R,13,22,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150140.3,W,S,18,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150142.5,W,S,16,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150144.2,W,R,24,19,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150145.2,W,S,16,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150144.5,W,S,17,9,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150146.4,W,S,39,28,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150129.4,W,S,17,4,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150151.7,W,S,39,31,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150152.7,W,S,11,28,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150155.7,W,S,33,30,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150200.0,W,S,15,43,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150148.1,W,R,16,28,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150204.9,W,S,19,24,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150205.5,W,S,13,40,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150206.9,W,S,15,38,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150207.8,W,S,17,34,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150211.5,W,S,16,12,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150156.3,W,S,30,37,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150209.4,W,S,13,39,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150157.2,W,S,21,45,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150158.2,W,S,23,37,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150158.7,W,S,21,47,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150158.8,W,S,21,49,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150210.8,W,S,16,38,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150214.8,W,R,7,22,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150215.4,W,R,10,21,6,Y,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150217.3,W,R,16,24,6,R,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150338.4,W,S,19,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150336.2,W,S,15,7,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150339.5,W,S,8,22,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150339.9,W,R,13,14,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150343.1,W,S,44,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150345.6,W,S,16,23,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150345.8,W,R,23,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150347.8,W,S,16,27,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150349.5,W,S,19,32,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150352.1,W,R,28,10,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150352.8,W,S,14,31,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150354.0,W,S,14,39,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150354.0,W,R,14,18,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150356.3,W,S,16,25,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150358.2,W,R,19,15,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150359.9,W,S,18,26,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150401.6,W,R,17,21,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
20161003T150403.0,W,S,21,41,6,G,-1,-1,-1,-1,1,5b35cfdf-91a2-4f20-bac6-aa0c5665786a
