timestamp,approach,turn,length_ft,speed_mph,phase,light,seconds_of_light_state,seconds_since_green,recent_free_flow_speed_mph,calibration_free_flow_speed_mph,include_in_approach_data,zone_id
20161003T103536.9,E,S,19,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103538.1,E,S,20,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103539.4,E,S,20,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103540.9,E,S,12,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103542.3,E,S,8,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103542.2,E,S,13,23,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103545.9,E,S,7,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103544.9,E,S,15,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103547.8,E,S,6,22,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103532.1,E,S,8,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103550.3,E,S,14,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103549.9,E,R,13,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103602.3,E,S,13,29,2,Y,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103717.6,E,S,7,5,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103718.4,E,S,8,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103721.8,E,S,15,24,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103724.4,E,S,8,12,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103724.0,E,S,14,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103725.6,E,S,7,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103725.6,E,R,29,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103728.3,E,S,11,37,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103740.4,E,S,11,36,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103849.9,E,S,10,13,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103852.6,E,S,6,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103853.6,E,R,21,6,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103856.1,E,S,11,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103858.3,E,S,7,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103900.2,E,S,14,23,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103902.1,E,S,16,31,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103903.1,E,S,18,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103905.2,E,S,7,28,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103907.4,E,S,16,29,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103909.0,E,S,10,40,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103910.9,E,S,13,44,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103911.6,E,S,8,42,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103930.5,E,S,13,28,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103952.6,E,R,17,23,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T103951.4,E,R,19,12,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104057.8,E,S,16,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104058.1,E,S,23,9,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104103.8,E,S,7,10,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104100.4,E,S,13,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104100.7,E,S,10,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104103.1,E,S,10,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104103.6,E,S,16,34,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104105.2,E,S,20,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104118.3,E,S,21,23,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104115.9,E,S,10,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104115.5,E,R,40,22,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104109.9,E,R,31,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104120.1,E,S,13,22,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104122.2,E,S,4,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104121.6,E,R,18,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104123.6,E,S,13,44,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104130.2,E,S,15,45,2,Y,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104205.0,E,S,14,9,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104230.3,E,S,16,5,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104230.3,E,S,16,7,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104233.8,E,S,8,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104235.4,E,S,16,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104235.8,E,R,12,13,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104232.9,E,S,9,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104236.9,E,S,19,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104239.4,E,S,20,28,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104242.0,E,S,9,27,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104243.9,E,S,41,27,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104245.8,E,S,18,33,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104247.7,E,S,6,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104249.4,E,S,18,29,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104250.0,E,S,10,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104252.5,E,S,7,40,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104251.7,E,S,12,70,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104254.7,E,S,10,31,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104301.2,E,S,17,39,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104300.9,E,S,18,42,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104302.7,E,S,8,37,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104304.6,E,S,8,36,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104310.4,E,S,12,30,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104311.7,E,S,11,26,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104315.7,E,S,32,45,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104314.5,E,S,11,30,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104333.6,E,R,36,9,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104436.8,E,S,13,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104439.0,E,S,14,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104437.0,E,S,9,0,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104443.7,E,S,13,12,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104443.8,E,S,8,13,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104441.7,E,R,22,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104446.4,E,S,19,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104448.9,E,S,27,28,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104446.6,E,S,11,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104451.5,E,S,9,33,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104449.4,E,S,13,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104451.2,E,S,17,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104453.0,E,S,18,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104454.9,E,S,8,27,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104453.1,E,S,12,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104455.9,E,R,14,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104459.4,E,S,11,35,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104458.3,E,S,20,27,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104501.1,E,S,16,24,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104501.1,E,S,4,30,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104502.5,E,S,16,26,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104504.6,E,S,18,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104506.9,E,S,8,26,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104508.3,E,S,17,29,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104512.4,E,S,22,34,2,Y,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104539.4,E,R,23,14,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104552.5,E,R,51,6,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104627.2,E,S,7,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104627.2,E,S,13,12,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104630.5,E,S,15,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104631.8,E,R,13,12,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104634.6,E,S,20,30,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104634.9,E,S,11,22,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104640.2,E,S,13,49,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104638.1,E,R,17,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104639.5,E,R,17,10,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104642.6,E,S,16,23,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104644.8,E,S,11,23,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104647.9,E,S,19,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104649.4,E,R,16,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104653.7,E,S,18,29,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104657.8,E,R,9,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104704.0,E,R,4,16,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104817.2,E,S,17,5,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104819.6,E,S,15,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104820.9,E,S,14,3,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104834.8,E,S,17,13,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104836.3,E,S,8,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104839.2,E,S,8,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104842.2,E,S,9,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104838.4,E,S,16,9,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104845.7,E,S,6,24,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104849.2,E,R,17,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T104846.6,E,S,10,22,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105008.2,E,S,13,9,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105013.0,E,S,21,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105012.6,E,S,20,36,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105014.7,E,S,18,13,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105016.5,E,S,19,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105011.0,E,S,8,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105010.7,E,S,13,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105017.1,E,S,10,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105020.9,E,R,21,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105018.1,E,S,9,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105019.1,E,S,11,26,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105021.1,E,S,13,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105022.3,E,S,20,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105025.3,E,S,7,41,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105023.7,E,S,20,33,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105026.4,E,S,10,32,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105028.2,E,S,24,41,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105029.5,E,S,31,34,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105032.2,E,S,13,32,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105034.9,E,S,11,37,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105040.0,E,S,21,46,2,Y,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105056.5,E,R,11,12,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105055.8,E,R,16,8,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105141.3,E,S,16,13,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105146.3,E,S,27,34,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105150.5,E,S,16,35,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105152.9,E,S,19,39,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105154.6,E,S,25,40,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105156.1,E,S,11,38,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105203.4,E,S,4,55,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105210.0,E,S,9,35,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105215.2,E,S,15,27,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105214.2,E,R,14,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105221.4,E,S,7,28,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105348.3,E,S,12,12,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105349.4,E,S,10,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105351.3,E,S,18,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105351.7,E,S,11,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105353.9,E,S,15,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105353.9,E,S,13,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105356.6,E,S,16,27,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105358.7,E,S,11,22,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105401.1,E,S,15,29,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105412.7,E,S,20,47,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105423.9,E,S,16,47,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105522.1,E,S,19,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105522.3,E,S,6,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105525.6,E,S,13,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105525.0,E,S,12,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105528.2,E,S,12,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105530.7,E,S,14,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105535.1,E,S,15,44,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105533.5,E,S,11,47,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105601.2,E,S,13,39,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105556.2,E,S,21,44,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105555.7,E,S,8,43,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105627.5,E,R,14,12,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105627.8,E,S,16,10,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105654.7,E,R,16,8,2,R,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105726.3,E,S,18,12,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105727.4,E,S,18,13,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105725.9,E,S,13,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105730.9,E,S,20,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105728.7,E,S,17,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105732.1,E,S,16,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105729.8,E,S,17,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105736.7,E,S,5,43,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105735.1,E,S,35,29,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105737.9,E,S,13,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105740.7,E,S,7,23,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105751,E,S,12,32,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105918.9,E,S,26,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105920.7,E,S,8,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105921.5,E,S,14,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105923.1,E,S,9,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105923.5,E,S,16,19,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105925.2,E,S,12,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105925.2,E,S,7,22,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105927.2,E,S,16,24,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105928.2,E,S,20,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105918.2,E,S,14,6,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105931.2,E,S,13,25,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105933.9,E,S,18,38,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105933.7,E,R,17,17,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105936.5,E,S,10,26,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T105950.7,E,S,12,52,2,Y,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110050.7,E,S,19,15,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110052.2,E,S,11,16,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110053.5,E,S,15,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110053.2,E,R,15,11,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110056.5,E,R,21,14,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110057.2,E,S,14,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110059.0,E,S,17,21,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110100.9,E,S,28,20,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
20161003T110059.2,E,S,11,18,2,G,-1,-1,-1,-1,1,34da429d-d34f-411d-a361-ba7aff64efd9
